resource_id,name_en,中文译名,state,buildingLevelsNeededPerUnitPerHour,modeledProductionCostPerUnit,modeledStoreWages,modeledUnitsSoldAnHour
131,Meatballs,肉丸,1,2.7388443758727177,1623.0358321055742,645.15,0
131,Meatballs,肉丸,2,3.049264590044103,1818.5651502869255,645.15,0
132,Cocktails,鸡尾酒,0,2.693072531528546,1360.6340543764206,645.15,0
132,Cocktails,鸡尾酒,1,2.9707149489812257,1525.8676015591511,645.15,0
132,Cocktails,鸡尾酒,2,3.2617008038430293,1700.0178184651747,645.15,0
133,Flour,面粉,0,0.051188496190833946,9.689998507598462,,0
133,Flour,面粉,1,0.05310464313822265,10.21388366463396,,0
133,Flour,面粉,2,0.05499592166027943,10.736849930390553,,0
134,Butter,黄油,0,0.08105660496095848,27.830671023453462,645.15,0
134,Butter,黄油,1,0.08661070778474494,29.87055025723062,645.15,0
134,Butter,黄油,2,0.09218820296931218,31.921999474334033,645.15,0
135,Sugar,糖,0,0.02729500900341436,9.588543099364351,,0
135,Sugar,糖,1,0.029209141118524483,10.297340510524693,,0
135,Sugar,糖,2,0.03113239197332533,11.010253891961046,,0
136,Cocoa Beans,可可豆,0,0.007585614219595696,0.962516358338825,,0
136,Cocoa Beans,可可豆,1,0.007774051131741621,0.9945590282820665,,0
136,Cocoa Beans,可可豆,2,0.00795647801929904,1.0260060679558467,,0
137,Dough,面团,0,0.22429799003643594,68.40199024080067,,0
137,Dough,面团,1,0.23796566681280146,73.59858470960538,,0
137,Dough,面团,2,0.25172603084243367,78.85908445073842,,0
138,Gravy Boat,肉汁船,0,1.18892159494102,755.7035021369716,,0
138,Gravy Boat,肉汁船,1,1.3439452803450094,856.2462448781176,,0
138,Gravy Boat,肉汁船,2,1.5080006347927055,962.7160457317293,,0
139,Fodder,饲料,0,0.03558324791732778,5.753246593382974,,0
139,Fodder,饲料,1,0.036716871621180695,6.021552060347769,,0
139,Fodder,饲料,2,0.037828156950347976,6.288160516276592,,0
140,Chocolate,巧克力,0,0.4059114692309673,131.18093681651303,151.8,15
140,Chocolate,巧克力,1,0.4320751867188788,140.6298577066403,151.8,15
140,Chocolate,巧克力,2,0.4583198059070685,150.1296805236153,151.8,15
141,Vegetable Oil,植物油,0,0.13156882287550573,24.744669158115787,,0
141,Vegetable Oil,植物油,1,0.1364612294293919,26.07484102403296,,0
141,Vegetable Oil,植物油,2,0.14128877594113665,27.40243753564914,,0
142,Salad,沙拉,0,0.9330220346093517,433.8016721897065,645.15,0
142,Salad,沙拉,1,1.0211361858000747,482.13660359234376,645.15,0
142,Salad,沙拉,2,1.11269397848286,532.7463697389973,645.15,0
143,Samosas,萨莫萨,0,0.8722279929379774,387.57643378551154,645.15,0
143,Samosas,萨莫萨,1,0.951243407396712,433.89562047411584,645.15,0
143,Samosas,萨莫萨,2,1.0339280137263374,482.7431578955248,645.15,0
144,Xmas Ornament,圣诞装饰,0,0.021797073001285274,8.435213774383472,265.65,70
144,Xmas Ornament,圣诞装饰,1,0.023485004300521344,9.10169862822773,265.65,70
144,Xmas Ornament,圣诞装饰,2,0.025188763888031845,9.775138675279907,265.65,70
145,Recipes,食谱研究,0,0.23781575473213756,123.06965307388118,,0
145,Recipes,食谱研究,1,0.2627397196987319,135.96780494409376,,0
145,Recipes,食谱研究,2,0.2884782543409873,149.2874966214609,,0
146,Pumpkin,南瓜,0,0.014641104010023547,2.837830037953344,227.7,50
146,Pumpkin,南瓜,1,0.015202095790618575,2.989368583787052,227.7,50
146,Pumpkin,南瓜,2,0.01575544518231109,3.1403129966045134,227.7,50
147,Jack O Lantern,南瓜灯,0,0.054467283285283837,17.917971874476574,227.7,40
147,Jack O Lantern,南瓜灯,1,0.05804296445981941,19.229819239298102,227.7,40
147,Jack O Lantern,南瓜灯,2,0.061633601965749615,20.5508027491059,227.7,40
148,Witch Costume,女巫服,0,0.08312990150585367,16.015781374926302,227.7,12
148,Witch Costume,女巫服,1,0.08630433278541373,16.96111872082079,227.7,12
148,Witch Costume,女巫服,2,0.08945250850381463,17.915586928124746,227.7,12
149,Pumpkin Soup,南瓜汤,0,0.881609268312481,412.44516132505004,645.15,0
149,Pumpkin Soup,南瓜汤,1,0.9654845524734763,459.46428775375654,645.15,0
149,Pumpkin Soup,南瓜汤,2,1.0528322577023512,508.7838319328375,645.15,0
150,Tree,圣诞树,0,,,,
150,Tree,圣诞树,1,,,,
150,Tree,圣诞树,2,,,,
151,Easter Bunny,复活节兔,0,0.32914503765802516,107.89335327083445,265.65,30
151,Easter Bunny,复活节兔,1,0.3506680661576384,115.70671384590469,265.65,30
151,Easter Bunny,复活节兔,2,0.3722650619531084,123.56322635748833,265.65,30
152,Ramadan Sweets,斋月甜点,0,0.38786175628722414,121.66836559453718,151.8,40
152,Ramadan Sweets,斋月甜点,1,0.41211825164833177,130.32691085774997,151.8,40
152,Ramadan Sweets,斋月甜点,2,0.4364311073023231,139.02943122134178,151.8,40
153,Icecream Chocolate,巧克力冰淇淋,0,0.12226109435656624,32.862982552890024,265.65,22
153,Icecream Chocolate,巧克力冰淇淋,1,0.1287968546744835,35.03287146034512,265.65,22
153,Icecream Chocolate,巧克力冰淇淋,2,0.1353178753293631,37.20952718282326,265.65,22
154,Icecream Apple,苹果冰淇淋,0,0.1287182526735332,29.95807111695399,265.65,18
154,Icecream Apple,苹果冰淇淋,1,0.1346621314850427,31.786743075133828,265.65,18
154,Icecream Apple,苹果冰淇淋,2,0.140566068226494,33.61721304367,265.65,18
155,Cream Egg,奶油蛋,0,0.18256075788628257,64.95297114949169,265.65,70
155,Cream Egg,奶油蛋,1,0.1955294911242329,69.77942123482245,265.65,70
155,Cream Egg,奶油蛋,2,0.2085644725110135,74.63487031342102,265.65,70
